text,sentiment,label
The order is included in Metso 's fourth quarter 2007 order backlog .,neutral,1
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,2
"In the Baltics , the merger of the businesses of the two is expected to be completed in early 2008 .",neutral,1
"The Finnish company sold its UK operation - consisting of 50 staff in offices in London , Birmingham and Manchester - as part of a deal with Hampden in July 2001 for its European-wide property and casualty arm Sampo Industrial .",neutral,1
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,neutral,1
"F-Secure Internet Security 2010 is a security service for surfing the web , online banking and shopping , e-mail , and other online activities .",neutral,1
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,1
"Kemira 's R&D organization comprises approximately 750 people , the company said .",neutral,1
"Risto Raty , Tekla 's executive vice president , said that Tekla Structures and ArchiCAD will cover the entire design and documentation workflow throughout a construction project .",neutral,1
"The company will use the money for product development and research activities through 2013 in its key markets Finland , Germany , Italy and France .",neutral,1
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative,0
The project also implies an underground parking lot for 56 vehicles .,neutral,1
The sale price was not disclosed .,neutral,1
`` Consumers have very well received our packed fresh meat .,positive,2
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",neutral,1
"comparable operating profit totaled EUR 854mn , up from EUR 730mn in 2004 .",positive,2
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,2
"In a recent interview with the Financial Times ( FT ) , Sampo 's board chairman Bjorn Wahlroos said If P&C was certainly for sale and the price had been set at SEK 85 billion , confirming earlier statements .",neutral,1
"The EBRD is using its own funds to provide a 21.6 million A loan while the B portion of 10 million Euros has been syndicated to two Finnish commercial banks , Nordea Bank Finland Plc 7.7 million Euros and Pohjola Bank Plc 2.3 million Euros .",neutral,1
( The acquisition sum has not been disclosed . ),neutral,1
"Revenue from July to September grew 21 percent to EURO 2.3 billion , the Finnish company said Thursday .",positive,2
"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .",negative,0
"Our customers come from the following countries : UK , USA , Spain , France , Italy , Germany , China , Sweden , Norway , Netherlands , Austria , Belgium , Switzerland , Czech Republic , Serbia , Finland , Canada , Russia , Ukraine , Portugal , Denmark , Ireland , South Korea , Estonia and Liechtenstein .",neutral,1
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive,2
Efore has decided to establish a company for eletric vehicle ( EV ) business in China .,neutral,1
These measures are expected to produce annual cost savings of EUR 1.5 million starting in 2007 .,positive,2
"The remaining amount will be funded through debt , the Danish bank said .",neutral,1
"Based in Helsinki , Finland , Ramirent has branches in 13 Nordic , central and Eastern European countries .",neutral,1
"Operating profit fell to EUR 35.4 mn from EUR 68.8 mn in 2007 , including vessel sales gain of EUR 12.3 mn .",negative,0
"If the employee leaves the company within the duration of the cover , the money invested to ensure commitment is returned to the company .",neutral,1
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,2
"In June it sold a 30 percent stake to Nordstjernan , and the investment group has now taken up the option to acquire EQT 's remaining shares .",neutral,1
"When new types of network elements are added to the network , the conversion file is updated by adding the information required for converting the message format of the new network element type to the format understood by the management system .",neutral,1
"Technopolis has set aside a plot of land measuring 4.6 hectares to build the park , Mikkonen said .",neutral,1
hu will offer a further discount of between 25 % and 50 % on selected books .,neutral,1
Odell has not contacted the State of Finland in this issue .,neutral,1
`` It wo n't happen overnight .,neutral,1
"The company is headquartered in Sievi , Finland , and is listed on the Nordic Exchange in Helsinki .",neutral,1
The production is to be liquidated before June 2009 and 325 employees loose their jobs .,negative,0
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",positive,2
Merrill Lynch analyst Campbell Morgan upgraded his recommendation on PaperlinX from `` neutral '' to `` buy '' in May .,positive,2
It estimates the operating profit to further improve from the third quarter .,positive,2
"Most of the growth in beer consumption took place in the Far East , Latin America and Africa .",neutral,1
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",positive,2
The terms of the transactions remained undisclosed .,neutral,1
Rubin says he expects Capman to announce 1-2 additional transactions in 2009 .,neutral,1
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected .",negative,0
Finnish forest industry group Stora Enso Oyj issued on Thursday ( 20 March ) a profit warning for the first quarter 2008 .,negative,0
FCC Chairman Kevin Martin said that fair play required extending the same deregulatory rules to the digital subscriber lines that telecom providers use for broadband networks .,neutral,1
"Kesko Agro Lietuva , the agricultural machinery and grain trader and another member of the Kesko Group , boosted its sales by 42.9 percent to 13.4 million euros , VAT inclusive .",positive,2
"Raute reported a loss per share of EUR0 .86 for the first half of 2009 , against EPS of EUR0 .74 in the corresponding period of 2008 .",negative,0
Juha-Pekka Weckstr+Âm has been appointed President of telecom group TeliaSonera Finland to succeed Esa Rautalinko .,neutral,1
"The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company , operating in Alma Media 's home sales , vehicle and consumer advertising marketplace businesses .",neutral,1
"The donations are granted to Aalto University and the universities of Helsinki , Tampere , Turku , Eastern Finland , Jyv+ñskyl+ñ , Oulu and Vaasa , and to polytechnics to be announced later .",neutral,1
"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .",negative,0
"It is being developed by Symbian , the software licensing consortium led by Nokia .",neutral,1
"The reorganisation will be carried out by transferring HKScan Corporation 's production-related property , plant and equipment in Finland as well as its holdings in subsidiaries and associates to HKScan Finland Oy , a holding company wholly owned by HKScan Corporation .",neutral,1
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .",positive,2
"The Lemminkainen Group , headquartered in Helsinki , Finland , operates in all sectors of the construction industry : civil engineering , building contracting , technical building services and the building materials industry .",neutral,1
"These include software development for internet and mobile telephone content , communications , value-added software , financial services , security applications , systems integration and electronics , '' EBRD informed .",neutral,1
Finnish meat company Atria can no longer promise a sufficient amount of domestic beef to its customers .,negative,0
"This will be done domestically and in neighboring markets , both organically and through acquisitions .",neutral,1
"The Australian company Mirabela Nickel has awarded Outokumpu Technology a contract for grinding technology for its nickel sulfide project in Bahia State , Brazil .",positive,2
